,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,Rank Description,RATEG,Full RATEG Description,Full RATEG Division,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Error,Deck?,Fault,High/Low,Event Description,Continue,anomaly,(Y/S) drop incident due to lack of information for interpretation,Human Involved?
54,100523,3/25/2009 12:00:00 AM,C,2009.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,107262,F018E,Y,E,94680,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09473,JETTISON OF CENTERLINE EXTERNAL FUEL TANK FOLLOWING CATAPULT LAUNCH.  ,190728,325,P4,AIRCRAFT LAUNCHED FROM CATAPULT,FUEL/OIL,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
55,100523,3/25/2009 12:00:00 AM,C,2009.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,107262,F018E,Y,E,94680,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09473,JETTISON OF CENTERLINE EXTERNAL FUEL TANK FOLLOWING CATAPULT LAUNCH.  ,190729,325,XT,AIRCRAFT LAUNCHED FROM CATAPULT,CARGO/STORES JETTISON,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
56,100658,5/19/2009 12:00:00 AM,A,2009.0,1A,N,N03368,NIMITZ,CVN,107405,HH060H,Y,E,94944,,A,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09950,IN TRNG FLT ACFT WENT DWN INTO THE WATER. ACFT LOST. 3 FATAL & 2 SAR. ,191014,4ZZ,B7,NO FURTHER BREAKDOWN,WATER; UNDETERMINED,M,FATAL,,,,High,Destruction,,,,No
57,100658,5/19/2009 12:00:00 AM,A,2009.0,1A,N,N03368,NIMITZ,CVN,107405,HH060H,Y,E,94945,,A,O03,LT,Lieutenant,,Unknown,Unknown,N09950,IN TRNG FLT ACFT WENT DWN INTO THE WATER. ACFT LOST. 3 FATAL & 2 SAR. ,191014,4ZZ,B7,NO FURTHER BREAKDOWN,WATER; UNDETERMINED,F,FATAL,,,,High,Destruction,,,,No
58,100658,5/19/2009 12:00:00 AM,A,2009.0,1A,N,N03368,NIMITZ,CVN,107405,HH060H,Y,E,94946,,A,E06,PO1,Petty Officer 1st Class,,Unknown,Unknown,N09950,IN TRNG FLT ACFT WENT DWN INTO THE WATER. ACFT LOST. 3 FATAL & 2 SAR. ,191014,4ZZ,B7,NO FURTHER BREAKDOWN,WATER; UNDETERMINED,M,FATAL,,,,High,Destruction,,,,No
59,100658,5/19/2009 12:00:00 AM,A,2009.0,1A,N,N03368,NIMITZ,CVN,107405,HH060H,Y,E,94947,,A,E05,PO2,Petty Officer 2nd Class,,Unknown,Unknown,N09950,IN TRNG FLT ACFT WENT DWN INTO THE WATER. ACFT LOST. 3 FATAL & 2 SAR. ,191014,4ZZ,B7,NO FURTHER BREAKDOWN,WATER; UNDETERMINED,M,FATAL,,,,Low,Destruction,,,,No
60,100658,5/19/2009 12:00:00 AM,A,2009.0,1A,N,N03368,NIMITZ,CVN,107405,HH060H,Y,E,94948,,A,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09950,IN TRNG FLT ACFT WENT DWN INTO THE WATER. ACFT LOST. 3 FATAL & 2 SAR. ,191014,4ZZ,B7,NO FURTHER BREAKDOWN,WATER; UNDETERMINED,M,FATAL,,,,Low,Destruction,,,,No
61,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107428,F018E,Y,E,95006,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191076,41Z,A1,NO FURTHER BREAKDOWN,MIDAIR WITH AIRCRAFT IN SAME FLIGHT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
62,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107428,F018E,Y,E,95006,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191077,41Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
63,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107428,F018E,Y,E,95006,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191078,41Z,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
64,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107429,F018E,N,E,95007,,H,O03,LT,Lieutenant,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191079,41Z,P8,NO FURTHER BREAKDOWN,"POWER PLANTS AND M01, M02",F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
65,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107429,F018E,N,E,95007,,H,O03,LT,Lieutenant,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191080,41Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
66,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107429,F018E,N,E,95007,,H,O03,LT,Lieutenant,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191081,41Z,A1,NO FURTHER BREAKDOWN,MIDAIR WITH AIRCRAFT IN SAME FLIGHT,F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
67,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107429,F018E,N,E,95007,,H,O03,LT,Lieutenant,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191082,41Z,X3,NO FURTHER BREAKDOWN,DAMAGE DUE TO FOREIGN OBJECT,F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
68,100678,7/18/2010 12:00:00 AM,B,2010.0,1B,N,N21853,USS HARRY S TRUMAN,CVN,107429,F018E,N,E,95007,,H,O03,LT,Lieutenant,,Unknown,Unknown,N65183,"WHILE RETURNING FROM MISSION, TWO AIRCRAFT COLLIDED IN FLIGHT. NO INJS",191083,41Z,P5,NO FURTHER BREAKDOWN,ORDNANCE,F,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
69,100819,8/17/2010 12:00:00 AM,C,2010.0,1C,N,N03365,USS ENTERPRISE,CVN,107651,F018F,Y,E,95237,33.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09086,ACFT SUSTAINED STBD ENGINE FOD DAMAGE DURING DAY AERIAL REFUELING.    ,191400,41Z,P8,NO FURTHER BREAKDOWN,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
70,100819,8/17/2010 12:00:00 AM,C,2010.0,1C,N,N03365,USS ENTERPRISE,CVN,107651,F018F,Y,E,95237,33.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09086,ACFT SUSTAINED STBD ENGINE FOD DAMAGE DURING DAY AERIAL REFUELING.    ,191401,41Z,X3,NO FURTHER BREAKDOWN,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
71,100819,8/17/2010 12:00:00 AM,C,2010.0,1C,N,N03365,USS ENTERPRISE,CVN,107651,F018F,Y,E,95238,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09086,ACFT SUSTAINED STBD ENGINE FOD DAMAGE DURING DAY AERIAL REFUELING.    ,191400,41Z,P8,NO FURTHER BREAKDOWN,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
72,100819,8/17/2010 12:00:00 AM,C,2010.0,1C,N,N03365,USS ENTERPRISE,CVN,107651,F018F,Y,E,95238,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09086,ACFT SUSTAINED STBD ENGINE FOD DAMAGE DURING DAY AERIAL REFUELING.    ,191401,41Z,X3,NO FURTHER BREAKDOWN,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
73,100852,11/13/2009 12:00:00 AM,C,2010.0,3C,N,N21412,USS GEORGE WASHINGTON,CVN,107684,F018C,Y,E,95300,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09706,"DURING PUSHBACK ON FLT DECK, LF AILERON OF ACFT IMPACTED BELKNAP POLE ",191443,921,C5,FLIGHT DECK,SHIPS SUPERSTRUCTURE; DECK OBSTRUCTIONS,M,NO INJURY OR ILLNESS,,Yes,Deck Crew,Low,Machine Damage,,,,No
74,100852,11/13/2009 12:00:00 AM,C,2010.0,3C,N,N21412,USS GEORGE WASHINGTON,CVN,107684,F018C,Y,E,95300,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09706,"DURING PUSHBACK ON FLT DECK, LF AILERON OF ACFT IMPACTED BELKNAP POLE ",191441,921,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
75,100852,11/13/2009 12:00:00 AM,C,2010.0,3C,N,N21412,USS GEORGE WASHINGTON,CVN,107684,F018C,Y,E,95300,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09706,"DURING PUSHBACK ON FLT DECK, LF AILERON OF ACFT IMPACTED BELKNAP POLE ",191442,921,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
76,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95689,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191684,517,PH,FIELD ARRESTING GEAR/WIRE,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
77,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95690,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191684,517,PH,FIELD ARRESTING GEAR/WIRE,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
78,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95691,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191684,517,PH,FIELD ARRESTING GEAR/WIRE,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
79,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95692,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191684,517,PH,FIELD ARRESTING GEAR/WIRE,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
80,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95689,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191685,517,M3,FIELD ARRESTING GEAR/WIRE,FIELD BARRIER ARRESTMENT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
81,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95690,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191685,517,M3,FIELD ARRESTING GEAR/WIRE,FIELD BARRIER ARRESTMENT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
82,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95691,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191685,517,M3,FIELD ARRESTING GEAR/WIRE,FIELD BARRIER ARRESTMENT,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
83,100978,5/17/2010 12:00:00 AM,B,2010.0,1B,,,,,107817,EA006B,Y,E,95692,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09996,NOSE GEAR UP SHORT FIELD ARRESTMENT AT NAS.                           ,191685,517,M3,FIELD ARRESTING GEAR/WIRE,FIELD BARRIER ARRESTMENT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
84,100981,7/27/2010 12:00:00 AM,C,2010.0,3C,,,,,107821,F018C,Y,E,95715,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N21297,SQUADRON ACFT UNDER YELLOW SHIRT CONTROL TAXIIED INTO A PARKED ACFT   ,191691,2XZ,A2,NO FURTHER BREAKDOWN,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
85,100981,7/27/2010 12:00:00 AM,C,2010.0,3C,,,,,107821,F018C,Y,E,95715,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N21297,SQUADRON ACFT UNDER YELLOW SHIRT CONTROL TAXIIED INTO A PARKED ACFT   ,191692,2XZ,X0,NO FURTHER BREAKDOWN,"ACFT W/O DAMAGE, CAUSED DAMAGE TO OR INJURY IN ANOTHER ACFT/PERSON",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
86,101052,4/9/2006 12:00:00 AM,C,2006.0,1C,N,N22178,RONALD REAGAN,CVN,107897,F018E,Y,E,95980,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09561,ACFT L TEF DAMAGED BY BLOWN LEFT MAIN TIRE DURING CVN LANDING.        ,191844,5ZZ,XA,NO FURTHER BREAKDOWN,BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
87,101052,4/9/2006 12:00:00 AM,C,2006.0,1C,N,N22178,RONALD REAGAN,CVN,107897,F018E,Y,E,95980,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09561,ACFT L TEF DAMAGED BY BLOWN LEFT MAIN TIRE DURING CVN LANDING.        ,191845,5ZZ,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
88,101060,3/30/2009 12:00:00 AM,C,2009.0,1C,,,,,107905,F018A,Y,E,95999,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N63922,"AIRCRAFT TFOA, DOOR 518,PYLON FELL,HORIZONTAL STABALIZER(A-C)RECOVERED",191868,47Z,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
89,101060,3/30/2009 12:00:00 AM,C,2009.0,1C,,,,,107905,F018A,Y,E,95999,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N63922,"AIRCRAFT TFOA, DOOR 518,PYLON FELL,HORIZONTAL STABALIZER(A-C)RECOVERED",191869,47Z,X7,NO FURTHER BREAKDOWN,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
90,101060,3/30/2009 12:00:00 AM,C,2009.0,1C,,,,,107905,F018A,Y,E,95999,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N63922,"AIRCRAFT TFOA, DOOR 518,PYLON FELL,HORIZONTAL STABALIZER(A-C)RECOVERED",191870,47Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
91,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96019,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191883,413,XM,TRANSIENT; LOW ALTITUDE,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
92,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96019,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191884,413,PL,TRANSIENT; LOW ALTITUDE,COMMUNICATION SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
93,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96020,26.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191883,413,XM,TRANSIENT; LOW ALTITUDE,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
94,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96020,26.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191884,413,PL,TRANSIENT; LOW ALTITUDE,COMMUNICATION SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
95,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96021,33.0,H,E01,AR,Airman Recruit,,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191883,413,XM,TRANSIENT; LOW ALTITUDE,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
96,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96021,33.0,H,E01,AR,Airman Recruit,,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191884,413,PL,TRANSIENT; LOW ALTITUDE,COMMUNICATION SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
97,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96022,23.0,H,E01,AR,Airman Recruit,,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191883,413,XM,TRANSIENT; LOW ALTITUDE,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
98,101066,11/13/2009 12:00:00 AM,B,2010.0,2B,N,N21412,USS GEORGE WASHINGTON,CVN,107913,SH060F,Y,E,96022,23.0,H,E01,AR,Airman Recruit,,Unknown,Unknown,N09209,SONAR TRANSDUCER BECAME UNSEATED & DETACHED WHILE TRANSITING BET DIP. ,191884,413,PL,TRANSIENT; LOW ALTITUDE,COMMUNICATION SYSTEM,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
99,101091,5/5/2006 12:00:00 AM,C,2006.0,3C,,,,,107941,F018E,Y,E,96096,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09281,ACFT PARKED ON CV DECK DAMAGED BY ANOTHER SQN'S LIKE ACFT JET EXHAUST.,191938,9J1,X0,FLIGHT DECK,"ACFT W/O DAMAGE, CAUSED DAMAGE TO OR INJURY IN ANOTHER ACFT/PERSON",M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
100,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96097,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191942,54Z,A3,NO FURTHER BREAKDOWN,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
101,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96098,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191942,54Z,A3,NO FURTHER BREAKDOWN,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
102,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96099,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191942,54Z,A3,NO FURTHER BREAKDOWN,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
103,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96100,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191942,54Z,A3,NO FURTHER BREAKDOWN,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
104,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96101,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191942,54Z,A3,NO FURTHER BREAKDOWN,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
105,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96097,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191941,54Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
106,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96098,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191941,54Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
107,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96099,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191941,54Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
108,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96100,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191941,54Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
109,101092,12/18/2006 12:00:00 AM,C,2007.0,1C,N,N03368,NIMITZ,CVN,107943,E002C,Y,E,96101,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09985,AIRCRAFT STRUCK 2 PARKED AIRCRAFT AFTER A NIGHT BOLTER ON SHIP.       ,191941,54Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
110,101158,7/18/2005 12:00:00 AM,C,2005.0,1C,N,N03368,NIMITZ,CVN,108017,F018E,Y,E,96287,24.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09084,AIRCRAFT HORIZONTAL STABILATOR CONTACTED FLIGHT DECK DURING BOLTER.   ,192107,538,CL,BOLTER; LSO APPROACH,CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
111,101158,7/18/2005 12:00:00 AM,C,2005.0,1C,N,N03368,NIMITZ,CVN,108017,F018E,Y,E,96287,24.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09084,AIRCRAFT HORIZONTAL STABILATOR CONTACTED FLIGHT DECK DURING BOLTER.   ,192105,538,P1,BOLTER; LSO APPROACH,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
